publisher,mobility_type,conversion_country,country_code_by_phone,asset_country,attribution_type,platform,duration_install_to_activation,conversions,month
PublisherM,TAXI,UK,DE,DE,retargeting,ios,>24h,1,2023-05-01
PublisherO,TAXI,UK,DE,DE,install,ios,<24h,1,2023-05-01
PublisherO,Private Hire,UK,DE,DE,install,ios,<2h,3,2023-05-01
PublisherS,TAXI,UK,UK,DE,install,ios,<24h,1,2023-05-01
PublisherT,Other,UK,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherT,Other,UK,DE,DE,install,ios,<24h,1,2023-05-01
PublisherT,Other,UK,DE,DE,install,ios,<2h,1,2023-05-01
PublisherT,Other,UK,#N/A,DE,install,ios,<2h,2,2023-05-01
PublisherT,TAXI,UK,DE,DE,install,ios,<24h,1,2023-05-01
PublisherT,TAXI,UK,DE,DE,install,ios,<2h,1,2023-05-01
PublisherA,Private Hire,FR,DE,DE,install,No Device,<2h,10,2023-05-01
PublisherA,Private Hire,FR,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,FR,AT,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,FR,DE,DE,install,android,<24h,3,2023-05-01
PublisherA,Private Hire,FR,DE,DE,install,android,<2h,32,2023-05-01
PublisherA,Private Hire,FR,DE,DE,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,FR,GR,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,FR,FR,DE,install,android,<2h,2,2023-05-01
PublisherA,Private Hire,FR,#N/A,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,FR,#N/A,DE,install,android,>24h,2,2023-05-01
PublisherA,Private Hire,FR,DE,DE,retargeting,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,FR,DE,DE,retargeting,android,<2h,1,2023-05-01
PublisherB,Other,FR,DE,DE,install,No Device,no data,2,2023-05-01
PublisherB,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherB,Private Hire,FR,DE,DE,install,No Device,no data,11,2023-05-01
PublisherB,Private Hire,FR,DE,DE,install,ios,<2h,3,2023-05-01
PublisherB,Private Hire,FR,DE,DE,install,ios,no data,171,2023-05-01
PublisherB,Private Hire,FR,IT,DE,install,ios,no data,1,2023-05-01
PublisherB,Private Hire,FR,FR,DE,install,ios,<2h,1,2023-05-01
PublisherB,Private Hire,FR,FR,DE,install,ios,no data,6,2023-05-01
PublisherB,Private Hire,FR,#N/A,DE,install,ios,no data,5,2023-05-01
PublisherG,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherG,Private Hire,FR,DE,DE,install,ios,<24h,10,2023-05-01
PublisherG,Private Hire,FR,DE,DE,install,ios,<2h,21,2023-05-01
PublisherG,Private Hire,FR,UK,DE,install,ios,<2h,1,2023-05-01
PublisherG,Private Hire,FR,FR,DE,install,ios,<2h,1,2023-05-01
PublisherG,Private Hire,FR,#N/A,DE,install,ios,<24h,1,2023-05-01
PublisherG,Private Hire,FR,#N/A,DE,install,ios,<2h,1,2023-05-01
PublisherH,Other,FR,FR,DE,retargeting,No Device,<2h,1,2023-05-01
PublisherH,Private Hire,FR,FR,DE,install,android,<2h,1,2023-05-01
PublisherH,Private Hire,FR,FR,DE,install,ios,<2h,1,2023-05-01
PublisherK,Other,FR,AT,DE,install,No Device,<2h,1,2023-05-01
PublisherK,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherK,Private Hire,FR,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherK,Private Hire,FR,DE,DE,install,ios,<24h,17,2023-05-01
PublisherK,Private Hire,FR,DE,DE,install,ios,<2h,33,2023-05-01
PublisherK,Private Hire,FR,GR,DE,install,ios,<24h,2,2023-05-01
PublisherK,Private Hire,FR,UK,DE,install,ios,<2h,2,2023-05-01
PublisherK,Private Hire,FR,FR,DE,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,FR,PT,DE,install,ios,<24h,1,2023-05-01
PublisherK,Private Hire,FR,#N/A,DE,install,ios,<24h,8,2023-05-01
PublisherK,Private Hire,FR,#N/A,DE,install,ios,<2h,5,2023-05-01
PublisherM,Private Hire,FR,DE,DE,reattr,android,<2h,1,2023-05-01
PublisherM,Private Hire,FR,DE,DE,retargeting,android,<24h,2,2023-05-01
PublisherM,Private Hire,FR,DE,DE,retargeting,android,<2h,1,2023-05-01
PublisherM,Private Hire,FR,#N/A,DE,retargeting,android,<24h,1,2023-05-01
PublisherM,Private Hire,FR,#N/A,DE,retargeting,android,<2h,1,2023-05-01
PublisherM,Private Hire,FR,DE,DE,retargeting,ios,<24h,1,2023-05-01
PublisherM,Private Hire,FR,DE,DE,retargeting,ios,>24h,1,2023-05-01
PublisherM,Private Hire,FR,GR,DE,retargeting,ios,<2h,1,2023-05-01
PublisherM,Private Hire,FR,FR,DE,retargeting,ios,<2h,1,2023-05-01
PublisherO,Private Hire,FR,DE,DE,install,android,<2h,1,2023-05-01
PublisherO,Private Hire,FR,DE,DE,install,ios,<24h,5,2023-05-01
PublisherO,Private Hire,FR,DE,DE,install,ios,<2h,12,2023-05-01
PublisherO,Private Hire,FR,#N/A,DE,install,ios,<24h,1,2023-05-01
PublisherO,Private Hire,FR,#N/A,DE,install,ios,<2h,1,2023-05-01
PublisherS,Private Hire,FR,DE,DE,install,ios,<2h,1,2023-05-01
PublisherT,Private Hire,FR,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,FR,GR,DE,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,FR,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,FR,DE,DE,install,ios,<24h,7,2023-05-01
PublisherT,Private Hire,FR,DE,DE,install,ios,<2h,16,2023-05-01
PublisherT,Private Hire,FR,GR,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,FR,UK,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,FR,FR,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,FR,FR,DE,install,ios,<2h,2,2023-05-01
PublisherT,Private Hire,FR,#N/A,DE,install,ios,<24h,2,2023-05-01
PublisherT,Private Hire,FR,#N/A,DE,install,ios,<2h,3,2023-05-01
PublisherA,Private Hire,IE,AT,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,IE,DE,DE,install,No Device,<2h,7,2023-05-01
PublisherA,Private Hire,IE,DE,DE,install,android,<2h,27,2023-05-01
PublisherA,Private Hire,IE,DE,DE,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,IE,UK,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,IE,#N/A,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,IE,DE,DE,install,ios,<2h,1,2023-05-01
PublisherB,Private Hire,IE,DE,DE,install,No Device,no data,26,2023-05-01
PublisherB,Private Hire,IE,DE,DE,install,ios,<2h,1,2023-05-01
PublisherB,Private Hire,IE,DE,DE,install,ios,no data,72,2023-05-01
PublisherB,Private Hire,IE,IE,DE,install,ios,no data,3,2023-05-01
PublisherB,Private Hire,IE,#N/A,DE,install,ios,no data,1,2023-05-01
PublisherG,Private Hire,IE,DE,DE,install,No Device,<24h,1,2023-05-01
PublisherG,Private Hire,IE,DE,DE,install,No Device,<2h,3,2023-05-01
PublisherG,Private Hire,IE,IE,DE,install,No Device,<24h,1,2023-05-01
PublisherG,Private Hire,IE,#N/A,DE,install,No Device,<24h,1,2023-05-01
PublisherG,Private Hire,IE,DE,DE,install,ios,<24h,4,2023-05-01
PublisherG,Private Hire,IE,DE,DE,install,ios,<2h,6,2023-05-01
PublisherG,Private Hire,IE,DE,DE,install,ios,>24h,1,2023-05-01
PublisherG,Private Hire,IE,#N/A,DE,install,ios,<24h,2,2023-05-01
PublisherG,Private Hire,IE,#N/A,DE,install,ios,<2h,2,2023-05-01
PublisherG,Private Hire,IE,DE,DE,retargeting,ios,<2h,1,2023-05-01
PublisherK,Private Hire,IE,DE,DE,install,No Device,<2h,5,2023-05-01
PublisherK,Private Hire,IE,DE,DE,install,ios,<24h,13,2023-05-01
PublisherK,Private Hire,IE,DE,DE,install,ios,<2h,26,2023-05-01
PublisherK,Private Hire,IE,IT,DE,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,IE,GR,DE,install,ios,<24h,1,2023-05-01
PublisherK,Private Hire,IE,#N/A,DE,install,ios,<24h,9,2023-05-01
PublisherK,Private Hire,IE,#N/A,DE,install,ios,<2h,12,2023-05-01
PublisherM,Private Hire,IE,DE,DE,retargeting,android,<24h,1,2023-05-01
PublisherM,Private Hire,IE,DE,DE,retargeting,android,<2h,1,2023-05-01
PublisherM,Private Hire,IE,DE,DE,retargeting,ios,>24h,1,2023-05-01
PublisherO,Private Hire,IE,DE,DE,install,No Device,<24h,1,2023-05-01
PublisherO,Private Hire,IE,DE,DE,install,No Device,<2h,4,2023-05-01
PublisherO,Private Hire,IE,DE,DE,install,ios,<24h,3,2023-05-01
PublisherO,Private Hire,IE,DE,DE,install,ios,<2h,2,2023-05-01
PublisherO,Private Hire,IE,#N/A,DE,install,ios,<24h,1,2023-05-01
PublisherS,Private Hire,IE,DE,DE,install,No Device,<2h,2,2023-05-01
PublisherS,Private Hire,IE,DE,DE,install,android,<2h,1,2023-05-01
PublisherS,Private Hire,IE,DE,DE,install,android,>24h,1,2023-05-01
PublisherS,Private Hire,IE,DE,DE,install,ios,<2h,1,2023-05-01
PublisherT,Private Hire,IE,DE,DE,install,No Device,<24h,2,2023-05-01
PublisherT,Private Hire,IE,DE,DE,install,No Device,<2h,2,2023-05-01
PublisherT,Private Hire,IE,#N/A,DE,install,No Device,<24h,2,2023-05-01
PublisherT,Private Hire,IE,DE,DE,install,ios,<24h,3,2023-05-01
PublisherT,Private Hire,IE,DE,DE,install,ios,<2h,10,2023-05-01
PublisherT,Private Hire,IE,UK,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,IE,#N/A,DE,install,ios,<24h,3,2023-05-01
PublisherT,Private Hire,IE,#N/A,DE,install,ios,<2h,6,2023-05-01
PublisherA,Other,ES,DE,DE,install,No Device,<2h,3,2023-05-01
PublisherA,Other,ES,DE,DE,install,No Device,>24h,1,2023-05-01
PublisherA,Other,ES,ES,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Other,ES,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,No Device,<2h,9,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,No Device,>24h,1,2023-05-01
PublisherA,Private Hire,ES,#N/A,DE,install,No Device,<24h,1,2023-05-01
PublisherA,Private Hire,ES,#N/A,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,android,<24h,5,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,android,<2h,41,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,android,>24h,4,2023-05-01
PublisherA,Private Hire,ES,GR,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,ES,UK,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,ES,PL,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,ES,#N/A,DE,install,android,<24h,1,2023-05-01
PublisherA,Private Hire,ES,#N/A,DE,install,android,<2h,5,2023-05-01
PublisherA,Private Hire,ES,#N/A,DE,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,ES,DE,DE,install,ios,<2h,1,2023-05-01
PublisherA,Private Hire,ES,ES,DE,retargeting,ios,<2h,1,2023-05-01
PublisherB,Other,ES,DE,DE,install,No Device,no data,4,2023-05-01
PublisherB,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherB,Private Hire,ES,DE,DE,install,No Device,no data,23,2023-05-01
PublisherB,Private Hire,ES,DE,DE,install,ios,no data,124,2023-05-01
PublisherB,Private Hire,ES,ES,DE,install,ios,no data,6,2023-05-01
PublisherB,Private Hire,ES,#N/A,DE,install,ios,no data,4,2023-05-01
PublisherE,Private Hire,ES,#N/A,DE,retargeting,android,<2h,1,2023-05-01
PublisherG,Private Hire,ES,DE,DE,install,No Device,<2h,2,2023-05-01
PublisherG,Private Hire,ES,#N/A,DE,install,No Device,<24h,1,2023-05-01
PublisherG,Private Hire,ES,DE,DE,install,ios,<24h,9,2023-05-01
PublisherG,Private Hire,ES,DE,DE,install,ios,<2h,17,2023-05-01
PublisherG,Private Hire,ES,GR,DE,install,ios,<24h,1,2023-05-01
PublisherG,Private Hire,ES,GR,DE,install,ios,<2h,1,2023-05-01
PublisherG,Private Hire,ES,UK,DE,install,ios,<24h,1,2023-05-01
PublisherG,Private Hire,ES,#N/A,DE,install,ios,<24h,5,2023-05-01
PublisherG,Private Hire,ES,#N/A,DE,install,ios,<2h,6,2023-05-01
PublisherG,Private Hire,ES,DE,DE,retargeting,ios,<2h,1,2023-05-01
PublisherK,Other,ES,DE,DE,install,No Device,<24h,2,2023-05-01
PublisherK,Other,ES,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherK,Private Hire,ES,DE,DE,install,No Device,<24h,3,2023-05-01
PublisherK,Private Hire,ES,DE,DE,install,No Device,<2h,6,2023-05-01
PublisherK,Private Hire,ES,#N/A,DE,install,No Device,<24h,2,2023-05-01
PublisherK,Private Hire,ES,#N/A,DE,install,No Device,<2h,3,2023-05-01
PublisherK,Private Hire,ES,#N/A,DE,install,android,<24h,1,2023-05-01
PublisherK,Private Hire,ES,AT,DE,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,ES,DE,DE,install,ios,<24h,17,2023-05-01
PublisherK,Private Hire,ES,DE,DE,install,ios,<2h,42,2023-05-01
PublisherK,Private Hire,ES,DE,DE,install,ios,>24h,2,2023-05-01
PublisherK,Private Hire,ES,GR,DE,install,ios,<24h,1,2023-05-01
PublisherK,Private Hire,ES,GR,DE,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,ES,UK,DE,install,ios,<24h,2,2023-05-01
PublisherK,Private Hire,ES,#N/A,DE,install,ios,<24h,19,2023-05-01
PublisherK,Private Hire,ES,#N/A,DE,install,ios,<2h,10,2023-05-01
PublisherM,Private Hire,ES,DE,DE,retargeting,android,<24h,1,2023-05-01
PublisherM,Private Hire,ES,ES,DE,retargeting,android,<2h,1,2023-05-01
PublisherM,Private Hire,ES,DE,DE,retargeting,ios,<24h,1,2023-05-01
PublisherO,Other,ES,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherO,Private Hire,ES,DE,DE,install,No Device,<24h,1,2023-05-01
PublisherO,Private Hire,ES,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherO,Private Hire,ES,DE,DE,install,ios,<24h,6,2023-05-01
PublisherO,Private Hire,ES,DE,DE,install,ios,<2h,18,2023-05-01
PublisherO,Private Hire,ES,#N/A,DE,install,ios,<24h,1,2023-05-01
PublisherO,Private Hire,ES,#N/A,DE,install,ios,<2h,5,2023-05-01
PublisherS,Private Hire,ES,DE,DE,install,android,<2h,1,2023-05-01
PublisherS,Private Hire,ES,DE,DE,install,ios,<24h,1,2023-05-01
PublisherS,Private Hire,ES,DE,DE,install,ios,<2h,5,2023-05-01
PublisherS,Private Hire,ES,SE,DE,install,ios,<2h,1,2023-05-01
PublisherT,Private Hire,ES,DE,DE,install,No Device,<2h,2,2023-05-01
PublisherT,Private Hire,ES,SE,DE,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,ES,#N/A,DE,install,No Device,<24h,1,2023-05-01
PublisherT,Private Hire,ES,#N/A,DE,install,No Device,<2h,2,2023-05-01
PublisherT,Private Hire,ES,DE,DE,install,ios,<24h,18,2023-05-01
PublisherT,Private Hire,ES,DE,DE,install,ios,<2h,29,2023-05-01
PublisherT,Private Hire,ES,IT,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,ES,GR,DE,install,ios,<24h,3,2023-05-01
PublisherT,Private Hire,ES,GR,DE,install,ios,<2h,2,2023-05-01
PublisherT,Private Hire,ES,ES,DE,install,ios,<24h,1,2023-05-01
PublisherT,Private Hire,ES,ES,DE,install,ios,<2h,1,2023-05-01
PublisherT,Private Hire,ES,#N/A,DE,install,ios,<24h,9,2023-05-01
PublisherT,Private Hire,ES,#N/A,DE,install,ios,<2h,25,2023-05-01
PublisherA,Other,PL,DE,DE,install,No Device,<24h,1,2023-05-01
PublisherA,Other,PL,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Other,PL,DE,DE,install,android,<24h,1,2023-05-01
PublisherA,Other,PL,DE,DE,install,android,<2h,1,2023-05-01
PublisherA,Other,PL,PL,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,PL,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,PL,DE,DE,install,android,<2h,6,2023-05-01
PublisherA,Private Hire,PL,DE,DE,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,PL,IE,DE,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,PL,PL,DE,install,android,<2h,3,2023-05-01
PublisherA,Private Hire,PL,#N/A,DE,install,android,<2h,1,2023-05-01
PublisherB,Other,PL,DE,DE,install,No Device,<2h,1,2023-05-01
PublisherB,Other,PL,DE,DE,install,No Device,no data,1,2023-05-01
PublisherB,Other,PL,DE,DE,install,ios,no data,3,2023-05-01
PublisherB,Private Hire,PL,DE,DE,install,ios,no data,25,2023-05-01
PublisherB,Private Hire,PL,IT,DE,install,ios,no data,1,2023-05-01
PublisherB,Private Hire,PL,GR,DE,install,ios,no data,1,2023-05-01
PublisherB,Private Hire,PL,PL,DE,install,ios,no data,2,2023-05-01
PublisherB,Private Hire,PL,#N/A,DE,install,ios,no data,1,2023-05-01
PublisherG,Other,PL,DE,DE,install,ios,<2h,1,2023-05-01
PublisherG,Other,PL,DE,DE,retargeting,ios,<2h,1,2023-05-01
PublisherG,Private Hire,PL,DE,DE,install,ios,<2h,3,2023-05-01
PublisherK,Other,PL,DE,DE,install,ios,<24h,1,2023-05-01
PublisherK,Other,PL,DE,DE,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,PL,DE,DE,install,ios,<24h,3,2023-05-01
PublisherK,Private Hire,PL,DE,DE,install,ios,<2h,4,2023-05-01
PublisherK,Private Hire,PL,#N/A,DE,install,ios,<24h,1,2023-05-01
PublisherM,Other,PL,PL,DE,retargeting,No Device,<24h,1,2023-05-01
PublisherM,Private Hire,PL,DE,DE,retargeting,ios,<24h,1,2023-05-01
PublisherO,Private Hire,PL,DE,DE,install,ios,<24h,1,2023-05-01
PublisherO,Private Hire,PL,DE,DE,install,ios,<2h,1,2023-05-01
PublisherS,Private Hire,PL,DE,DE,install,android,<24h,1,2023-05-01
PublisherS,Private Hire,PL,DE,DE,install,ios,<2h,1,2023-05-01
PublisherT,Other,PL,DE,DE,install,ios,<2h,2,2023-05-01
PublisherT,Private Hire,PL,DE,DE,install,ios,<2h,4,2023-05-01
PublisherA,Private Hire,AT,#N/A,UK,install,android,<2h,2,2023-05-01
PublisherA,Private Hire,AT,UK,UK,retargeting,ios,<2h,1,2023-05-01
PublisherB,Private Hire,AT,#N/A,UK,install,ios,no data,1,2023-05-01
PublisherJ,Private Hire,AT,AT,UK,install,ios,<2h,1,2023-05-01
PublisherJ,Private Hire,AT,#N/A,UK,install,ios,<2h,2,2023-05-01
PublisherK,Private Hire,AT,DE,UK,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,AT,UK,UK,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,AT,#N/A,UK,install,ios,<24h,2,2023-05-01
PublisherO,Private Hire,AT,UK,UK,install,ios,<2h,1,2023-05-01
PublisherO,Private Hire,AT,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherS,Private Hire,AT,UK,UK,install,ios,<24h,1,2023-05-01
PublisherS,Private Hire,AT,UK,UK,install,ios,<2h,1,2023-05-01
PublisherS,Private Hire,AT,#N/A,UK,install,ios,<2h,2,2023-05-01
PublisherT,Private Hire,AT,AT,UK,install,ios,<2h,1,2023-05-01
PublisherT,Private Hire,AT,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherA,Other,DE,UK,UK,install,No Device,<2h,3,2023-05-01
PublisherA,TAXI,DE,UK,UK,install,android,<2h,2,2023-05-01
PublisherA,TAXI,DE,#N/A,UK,install,android,<2h,1,2023-05-01
PublisherA,Private Hire,DE,UK,UK,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,DE,DE,UK,install,android,<2h,2,2023-05-01
PublisherA,Private Hire,DE,IT,UK,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,DE,UK,UK,install,android,<24h,1,2023-05-01
PublisherA,Private Hire,DE,UK,UK,install,android,<2h,13,2023-05-01
PublisherA,Private Hire,DE,#N/A,UK,install,android,<2h,3,2023-05-01
PublisherA,Private Hire,DE,#N/A,UK,retargeting,ios,<2h,1,2023-05-01
PublisherB,Other,DE,UK,UK,install,No Device,no data,1,2023-05-01
PublisherB,TAXI,DE,UK,UK,install,ios,no data,6,2023-05-01
PublisherB,Private Hire,DE,UK,UK,install,No Device,no data,3,2023-05-01
PublisherB,Private Hire,DE,IT,UK,install,ios,no data,1,2023-05-01
PublisherB,Private Hire,DE,GR,UK,install,ios,no data,1,2023-05-01
PublisherB,Private Hire,DE,UK,UK,install,ios,<2h,1,2023-05-01
PublisherB,Private Hire,DE,UK,UK,install,ios,no data,41,2023-05-01
PublisherB,Private Hire,DE,#N/A,UK,install,ios,no data,1,2023-05-01
PublisherD,TAXI,DE,#N/A,UK,retargeting,android,<2h,1,2023-05-01
PublisherD,TAXI,DE,UK,UK,retargeting,ios,<2h,1,2023-05-01
PublisherD,TAXI,DE,#N/A,UK,retargeting,ios,<2h,1,2023-05-01
PublisherD,Private Hire,DE,#N/A,UK,install,ios,<2h,1,2023-05-01
PublisherD,Private Hire,DE,#N/A,UK,retargeting,android,<2h,1,2023-05-01
PublisherF,Private Hire,DE,UK,UK,retargeting,android,<2h,1,2023-05-01
PublisherF,Private Hire,DE,UK,UK,retargeting,ios,<24h,2,2023-05-01
PublisherG,Other,DE,DE,UK,install,No Device,<24h,1,2023-05-01
PublisherG,TAXI,DE,DE,UK,install,ios,<24h,1,2023-05-01
PublisherG,TAXI,DE,UK,UK,install,ios,<2h,1,2023-05-01
PublisherG,Private Hire,DE,DE,UK,install,No Device,<24h,1,2023-05-01
PublisherG,Private Hire,DE,DE,UK,install,No Device,<2h,1,2023-05-01
PublisherG,Private Hire,DE,UK,UK,install,No Device,<2h,1,2023-05-01
PublisherG,Private Hire,DE,DE,UK,install,ios,<24h,3,2023-05-01
PublisherG,Private Hire,DE,DE,UK,install,ios,<2h,2,2023-05-01
PublisherG,Private Hire,DE,DE,UK,install,ios,>24h,3,2023-05-01
PublisherG,Private Hire,DE,UK,UK,install,ios,<24h,2,2023-05-01
PublisherG,Private Hire,DE,UK,UK,install,ios,<2h,2,2023-05-01
PublisherG,Private Hire,DE,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherJ,TAXI,DE,UK,UK,install,ios,<24h,1,2023-05-01
PublisherJ,TAXI,DE,UK,UK,install,ios,<2h,1,2023-05-01
PublisherJ,TAXI,DE,#N/A,UK,install,ios,<2h,3,2023-05-01
PublisherJ,Private Hire,DE,AT,UK,install,No Device,<2h,1,2023-05-01
PublisherJ,Private Hire,DE,UK,UK,install,No Device,<24h,1,2023-05-01
PublisherJ,Private Hire,DE,AT,UK,install,ios,<2h,2,2023-05-01
PublisherJ,Private Hire,DE,DE,UK,install,ios,<24h,1,2023-05-01
PublisherJ,Private Hire,DE,DE,UK,install,ios,<2h,2,2023-05-01
PublisherJ,Private Hire,DE,UK,UK,install,ios,<2h,4,2023-05-01
PublisherJ,Private Hire,DE,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherJ,Private Hire,DE,#N/A,UK,install,ios,<2h,5,2023-05-01
PublisherK,TAXI,DE,UK,UK,install,ios,<2h,1,2023-05-01
PublisherK,TAXI,DE,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherK,TAXI,DE,#N/A,UK,install,ios,<2h,1,2023-05-01
PublisherK,Private Hire,DE,UK,UK,install,No Device,<24h,1,2023-05-01
PublisherK,Private Hire,DE,UK,UK,install,ios,<24h,1,2023-05-01
PublisherK,Private Hire,DE,UK,UK,install,ios,<2h,14,2023-05-01
PublisherK,Private Hire,DE,#N/A,UK,install,ios,<24h,3,2023-05-01
PublisherK,Private Hire,DE,#N/A,UK,install,ios,<2h,4,2023-05-01
PublisherO,TAXI,DE,UK,UK,install,android,>24h,1,2023-05-01
PublisherO,Private Hire,DE,#N/A,UK,install,android,<2h,1,2023-05-01
PublisherO,Private Hire,DE,GR,UK,install,ios,<24h,1,2023-05-01
PublisherO,Private Hire,DE,UK,UK,install,ios,<24h,3,2023-05-01
PublisherO,Private Hire,DE,UK,UK,install,ios,<2h,7,2023-05-01
PublisherO,Private Hire,DE,#N/A,UK,install,ios,<2h,1,2023-05-01
PublisherS,Other,DE,DE,UK,install,No Device,<2h,1,2023-05-01
PublisherS,Other,DE,UK,UK,install,No Device,<24h,1,2023-05-01
PublisherS,TAXI,DE,UK,UK,install,ios,<24h,2,2023-05-01
PublisherS,TAXI,DE,UK,UK,install,ios,<2h,7,2023-05-01
PublisherS,TAXI,DE,#N/A,UK,install,ios,<2h,2,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,No Device,<24h,1,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,No Device,<2h,1,2023-05-01
PublisherS,Private Hire,DE,SE,UK,install,No Device,<24h,1,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,android,>24h,2,2023-05-01
PublisherS,Private Hire,DE,DE,UK,install,ios,<24h,1,2023-05-01
PublisherS,Private Hire,DE,GR,UK,install,ios,<2h,2,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,ios,<24h,14,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,ios,<2h,28,2023-05-01
PublisherS,Private Hire,DE,UK,UK,install,ios,>24h,1,2023-05-01
PublisherS,Private Hire,DE,#N/A,UK,install,ios,<24h,4,2023-05-01
PublisherS,Private Hire,DE,#N/A,UK,install,ios,<2h,3,2023-05-01
PublisherT,TAXI,DE,DE,UK,install,ios,<24h,1,2023-05-01
PublisherT,TAXI,DE,GR,UK,install,ios,<2h,2,2023-05-01
PublisherT,TAXI,DE,UK,UK,install,ios,<2h,1,2023-05-01
PublisherT,TAXI,DE,#N/A,UK,install,ios,<24h,1,2023-05-01
PublisherT,TAXI,DE,#N/A,UK,install,ios,<2h,2,2023-05-01
PublisherT,Private Hire,DE,UK,UK,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,DE,#N/A,UK,install,No Device,<2h,1,2023-05-01
PublisherT,Private Hire,DE,UK,UK,install,ios,<24h,2,2023-05-01
PublisherT,Private Hire,DE,UK,UK,install,ios,<2h,4,2023-05-01
PublisherT,Private Hire,DE,#N/A,UK,install,ios,<24h,2,2023-05-01
PublisherT,Private Hire,DE,#N/A,UK,install,ios,<2h,5,2023-05-01
PublisherA,Other,IT,UK,UK,install,No Device,<2h,2,2023-05-01
PublisherA,Private Hire,IT,UK,UK,install,No Device,<24h,1,2023-05-01
PublisherA,Private Hire,IT,UK,UK,install,No Device,<2h,5,2023-05-01
PublisherA,Private Hire,IT,PT,UK,install,No Device,<2h,1,2023-05-01
PublisherA,Private Hire,IT,#N/A,UK,install,No Device,<2h,3,2023-05-01
PublisherA,Private Hire,IT,IT,UK,install,android,<2h,6,2023-05-01
PublisherA,Private Hire,IT,IT,UK,install,android,>24h,1,2023-05-01
PublisherA,Private Hire,IT,GR,UK,install,android,<2h,2,2023-05-01
